"Customer","Cust Name","Addr 1","Addr 2","City","State","Postal","Country","Cust Tel","Cust Fax","Cust Type","Priority","Cust Vendor No","Ship Via","Ups Act No","Bol Type","Terms","Disc","Line Disc","Pr Cd","Rep1","Comm1","Rep2","Comm2","Rep3","Comm3","Territory","Master Cust","Cust Alias","Controller","Cust Ref1","Cust Ref2","Factor","Factor Cust No","Factor Appr No","Ship Type","Back Order","Fed Tax Id","Tax Exempt","Currency","Def Wh","Price List Id","Order Type","Order Hold","Div","Restrict Order Div","Restrict Style Div","Active","Entered By","Entry Date","Modified By","Modify Date","Terms Description","Credit Line","Cust Ref3","Cust Ref4","Cust Ref5","Sh Rule"
"STITCHFIX","STITCHFIX","1 MONTGOMERY TOWER","","SAN FRANCISCO","CA","94104","","415-805-1860","","D","C","","","","","C7","","","LP","","","","","","","","STITCHFIX","","","","","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","15-AUG-23","EDIOPERATOR","26-DEC-24","CIT NET 75","","","","",""
"STJOSEPH","ST. JOSEPH HEALTH CENTER MARGARET BURGER","300 FIRST CHPITOL","","ST.CHARLES","MO","63301","USA","636-947-5168","","","C","","","","001","30","","","LP","A.M","","","","","","","STJOSEPH","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"STLUKE","ST LUKES HOSPITAL GIFT SHOP DONNA ADAM","4400 WORNALL","","KANSAS CITY","MO","64111","USA","516-323-2198","","","C","","","","001","30","","","LP","A.M","","","","","","","STLUKE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"STOCK","STOCK","SYSTEM REQUIRED",".",".",".",".","","999 999-9999","","","C","","","","","","","","","","","","","","","","STOCK","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SYSTEM","03-NOV-06","RAFAELM","31-MAR-26","","","","","",""
"STOCKX","WATCH MASTER STYLE FOR STOCK","1400 BROADWAY","","NEW YORK","NY","10018","USA","999 999-9999","","","C","","","","","","","","LP","","","","","","","","STOCKX","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","GRACE","26-JUN-25","ISAAC","04-JUN-26","","","","","",""
"STORMINNOR","STORMIN NORMAN'S","205 PACIFIC AVENUE SOUTH","P.O.BOX 961","LONG BEACH","WA","98631","USA","360-642-3482","","","C","","FEDEXGROUN","","","CC","","","LP","DAW","","","","","","","STORMINNOR","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","ADMIN","26-FEB-13","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"STREET","STREET SMART","60 PASSAIC AVE. BLDG 13","","KEARNY","NJ","07032","USA","201-997-3100","201-997-8828","","C","","","","001","30","","","LP","A.M","","","","","","","STREET","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"STREETSMAR","STREET SMART #1","60 PASSAIC AVE.. BLDG 13","","KEARNY","NJ","07032","USA","201-997-3100","201-997-8828","","C","","","","001","60","","","LP","I.S","","","","","","","STREETSMAR","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 60","","","","",""
"STUF","STUF MARLENE BIBI","711 AVENUE S","","BROOKLYN","NY","11223","USA","917-992-0244","","","C","","","","001","CO","","","LP","MKR","","","","","","","STUF","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"STYLE","STYLE","777 N.W. 72 AVE. SHOWROOM 2078","","MIAMI","FL","33126","USA","305-269-7008","305-371-8505","","C","","","","001","30","","","LP","A.M","","","","","","","STYLE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"STYLES","STYLES FOR LESS","12728 S. SHOEMAKER","","SANTA FE SPRING","CA","90670","USA","562-229-3400","562-229-3418","","C","","","","001","C3","","","LP","MKR","","","","","","","STYLES","","","","","001","7511315","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","30-MAY-08","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"STYLESF","STYLES FOR LESS","1205 N. MILLER STREET","","ANAHEIM","CA","92806","USA","714-400-2525","714-400-2526","","C","","","","","C3","","","LP","SSS","","","","","","","STYLESF","","","","","001","","","REGULAR","N","","N","","","","","","","N","N","N","NADIAR","13-JAN-12","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"SUBURBIA","SUBURBIA MEXICO","PROLONGACION VASCO DE QUIROGA 4800","TORRE 2 PISO3","COL. SANTA FE CUAJIMALPA","CP","05348","MEXICO","011-559-145-4000","","C","C","3065558","FEDGROUND","","","60","","","LP","FBR","","","","","","","SUBURBIA","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","25-AUG-17","EDIOPERATOR","26-DEC-24","NET 60","","","","",""
"SUECOX","SUE COX JEWELRY","303 LOGAN STREET","","KINGSTREE","SC","29556","USA","843-354-7256","","","C","","","","001","30","","","LP","003","","","","","","","SUECOX","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"SUITMAR","SUITMART","SUITMART","9543 SOUTH MAIN STREET","HOUSTON","TX","77025","USA","713-664-9400","713-796-8198","","C","","","","","","","","LP","","","","","","","","SUITMAR","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","AP","09-MAY-14","SAMMYH","02-NOV-18","","","","","",""
"SUITMART","SUITMART","1211 SOUTH LOOP","","WEST HOUSTON","TX","77054","USA","713-796-8196","713-796-8198","C","C","","","","001","C6","","","LP","SOS","","","","","","","SUITMART","","","","","001","7493240","","REGULAR","N","","N","","","","","","","N","N","N","VIVIANA","20-FEB-09","SAMMYH","02-NOV-18","CIT NET 60","","","","",""
"SUITS","SUITS BY SOOULJAH HERBERTH","4782 LOMA DEC RET","","EL PASO","TX","79934","USA","915-276-0045","","","C","","","","001","CO","","","LP","003","","","","","","","SUITS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"SUNILROCIO","SUNIL ROCIO","P O BOX  664","","SAUGATUCK","MI","49453","USA","269-857-3351","","","C","","","","001","30","","","LP","003","","","","","","","SUNILROCIO","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"SUNNYTECH","SUNNY TECH SERVICES INC.","PO BOX 952","","BROOKLYN","NY","11210","USA","999 999-9999","","","C","","","","","CO","","","LP","","","","","","","","SUNNYTECH","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SAMMYH","20-APR-20","RAFAELM","31-MAR-26","C.O.D.","","","","",""
"SUNNYTOYS","SUNNY TOYS & GIFTS INC.","2910 NE 164TH STREET","","NORTH MIAMI BEACH","FL","33154","USA","999 999-9999","","","C","","","","","CC","","","LP","","","","","","","","SUNNYTOYS","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SAMMYH","26-MAY-20","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"SUNSATION","SUNSATION OF DESTIN  INC","12400 FRONT BEACH ROAD","","PANAMA CITY","FL","32407","USA","999 999-9999","","","C","","","","001","C6","","","LP","MKR","","","","","","","SUNSATION","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","RAFAELM","31-MAR-26","CIT NET 60","","","","",""
"SUNSATIONS","SUNSATIONS OF PANAMA CITY INC"," 12400 FRONT BEACH ROAD","","PANAMA CITY","FL","32407","USA","999 999-9999","","","C","","","","001","C6","","","LP","","","","","","","","SUNSATIONS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","20-MAR-08","RAFAELM","31-MAR-26","CIT NET 60","","","","",""
"SUNSHINE","SUNSHINE","7350 HARWIN DR. SUITE 300","","HUSTON","TX","77036","USA","850-235-9876","","","C","","","","001","C6","","","LP","MKR","","","","","","","SUNSHINE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","CIT NET 60","","","","",""
"SUNSHINE1","COOKIES SUNSHINE STORES INC.","982 FLATBUSH AVENUE","","BROOKLYN","NY","11226","","718-287-2300","","","C","","FEDGROUND","","","3N","","","LP","VCT","","","","","","","SUNSHINE1","","","","","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","18-DEC-17","EDIOPERATOR","26-DEC-24","1% 10 EOM + 30","","","","",""
"SUNSHINETO","SUNSHINE TOO","1788  COVENTRY RD","","CLEVELAND","OH","44118","USA","216-321-1211","000-000-0000","","C","","","","001","C3","","","LP","A.M","","","","","","","SUNSHINETO","","","","","001","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","13-MAR-08","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"SUPER","SUPER JEWELES","777 N.W 72ND AVE SUITE# A  2053","","MIAMI","FL","33126","USA","305-261-1244","000-000-0000","","C","","","","001","CC","","","LP","MKR","","","","","","","SUPER","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","29-JUL-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"SUPERELMUN","SUPER EL MUNDO","3775 10TH AVENUE BET. 202ND&203RD","STREET","NEW YORK","NY","10034","USA","973-594-1803","","","C","","","","001","60","","","LP","A.M","","","","","","","SUPERELMUN","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 60","","","","",""
"SUPERIORH","SUPERIOR HEALTHCARE","600 BROADWAY","SUITE E","LYNBROOK","NY","11563","USA","516-368-8010","","","C","","","","","WR","","","LP","","","","","","","","SUPERIORH","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SAMMYH","20-APR-20","EDIOPERATOR","26-DEC-24","WIRE","","","","",""
"SUPERSHOES","SUPER SHOES","ATTN: ACCOUNTS PAYABLE","10365 MT. SAVAGE RD, NW","CUMBERLAND","MD","21502","USA","301-722-6563","","D","C","","ROUTING","","001","X9","","","LP","","","","","","","","SUPERSHOES","","","","","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","MEIR","03-MAY-23","RAFAELM","12-JUN-26","CIT NET 30 DAYS","","","","",""
"SUPLIDORA","SUPLIDORA DE MODA, S.A.","9A AVENIDA, 13-64","","ZONA 3 MIXCO, ALVARADO","GT","01057","GUATEMALA","011-502-4050-3730","","D","C","","CUSTOMERPU","","","30","","","LP","FBR","","","","","","","SUPLIDORA","","","0","0","","","","COMPLETE","C","","Y","","","","","","","N","N","N","MELINA","28-JAN-20","STEPHAN","07-APR-25","NET 30","10000","","","",""
"SUPREME","SUPREME WHOLESALE","10717 HARRY HINES BLVD. SUITE A","","DALLAS","TX","76220","USA","972-241-4671","972-241-4672","","C","","","","001","CO","","","LP","I.S","","","","","","","SUPREME","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"SURAIN","SURAIN JAGNANAN","10 EVANS AVENUE","","ALBERTSON","NY","11507","USA","999 999-9999","","","C","","","","","CC","","","LP","","","","","","","","SURAIN","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SAMMYH","01-JUN-20","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"SURFSTYLE1","SURF STYLE UZI BEN OLIEL","1051 WASHINGTON AVENUE","","MIAMI BEACH","FL","33139","USA","305-538-5093","305-538-5309","","C","","","","001","30","","","LP","003","","","","","","","SURFSTYLE1","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"SURFSTYLE2","SURF STYLE JANNINA","421 LINCOLN ROAD","","MIAMI BEACH","FL","33139","USA","305-532-6928","","","C","","","","001","30","","","LP","003","","","","","","","SURFSTYLE2","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"SURPLUS","SURPLUS COMPUTER MIKE MAK","1600 DUANE AVENUE","","SANTA CLARA","CA","95054","USA","408-327-0420","408-327-0113","","C","","","","001","CC","","","LP","A.M","","","","","","","SURPLUS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"SUZIPAIGE","SUZY PAIGE LLC","2118 HIGHWAY 1 SOUTH","","GREENVILLE","MS","38701","USA","662-335-0180","","","C","","","","","CC","","","LP","JDR","","","","","","","SUZIPAIGE","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","20-NOV-20","EDIOPERATOR","26-DEC-24","CREDIT CARD","","","","",""
"SUZY","SUZY SHIER","50 DUFFLAW ROAD","","TORONTO","ON","M6A2W1","CANADA","416-789-1071","","","C","","","","","C3","","","LP","PAM","","","","","","","SUZY","","","","","001","","","REGULAR","N","","N","","","","","","","N","N","N","PRODUCTION","05-DEC-14","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"SUZYMAK","SUZY MAK","C/O NDN PROMOTIONS, INC","12 EAST 86TH ST. - PH1730","NEW YORK","NY","10028","USA","999 999-9999","","","C","","","","","CB","","","LP","","","","","","","","SUZYMAK","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","TEREZA","11-JAN-21","RAFAELM","31-MAR-26","C.B.D","","","","",""
"SWAPSHOP","SWAP SHOP KAMAN KOON","1861 NE. 27TH STREET","","LIGHTHOUSE POINT","FL","33064","USA","954-881-2092","","","C","","","","001","CO","","","LP","003","","","","","","","SWAPSHOP","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"SWEETIE","SWEETIE MOHAMMED","5700 READ BLVD. LAKE FOREST","PLAZA #305","NEW ORLEANS","LA","70127","USA","504-244-3744","","","C","","","","001","CO","","","LP","003","","","","","","","SWEETIE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"SWGROUP","SW GROUP","9 EAST 40TH STREET MEZZANINE","","NEW YORK","NY","10016","USA","646-688-2608","","C","C","","","","001","C6","","","LP","SUS","","","","","","","SWGROUP","","","","","001","2289826","","COMPLETE","C","","N","","","","","","","N","N","Y","VIVIANA","25-SEP-08","EDIOPERATOR","26-DEC-24","CIT NET 60","","","","",""
"SWIMCITY","SWIM CITY","1960 STICKNEYPOINT ROAD","","SARASOTA","FL","34231","USA","941-927-8445","","","C","","","","001","CO","","","LP","MKR","","","","","","","SWIMCITY","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","20-MAR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"SWIMMART","SWIM MART","5250 SOUTH MCINTOSH","","SARASOTA","FL","34233","USA","941-927-8445","","","C","","","","","","","","LP","","","","","","","","SWIMMART","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","20-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"SWISSGOLD","SWISS GOLD ALLEN MOUMROUT","13-75 BROADWAY","","NEW YORK","NY","10018","USA","212-869-5919","","","C","","","","001","30","","","LP","A.M","","","","","","","SWISSGOLD","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"SWISSSPORT","BOLI & COMPANY, LTD.","VIA ESPANA, PLAZA REGENCY","PISO NO. 1 , ARRIBA DE ADAM´S","PANAMA","XX","PANAMA","PANAMA","999 999-9999","","","C","","FEDGROUND","","","CO","","","LP","","","","","","","","SWISSSPORT","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","08-MAY-17","RAFAELM","31-MAR-26","C.O.D.","","","","",""
"SWISSTIME","SWISS TIME","145 HIGHLAWN AVE","","BROOKLYN","NY","11223","USA","999 999-9999","","","C","","","","","90","","","LP","SUS","","","","","","","SWISSTIME","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","SHIPPING2","16-NOV-15","RAFAELM","31-MAR-26","NET 90","","","","",""
"SYMPLEE","SYMPLEE DECO TRACI FREEMAN-HERRERA","2139 SHAW AVENUE, SUITE-2","","CLOVIS","CA","93611","USA","559-325-6528","920-923-5029","","C","","","","001","CC","","","LP","A.M","","","","","","","SYMPLEE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"SYNNEX","TD SYNNEX CANADA ULC","6911 CREDITVIEW RD","","MISSISSAUGA","ON","L5N 8G1","CANADA","999 999-9999","","D","C","","","","","C9","","","LP","JLE","","","","","","","SYNNEX","","","","","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","NISSIM","19-NOV-21","RAFAELM","31-MAR-26","CIT NET 90","","","","",""
"TAILORED","JA APPAREL C/O TAILORED BRANDS","1400 BROADWAY","FLOOR33","NEW YORK","NY","10018","USA","999 999-9999","","","C","","","","","","","","LP","STV","","","","","","","TAILORED","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","SAMMYH","19-DEC-17","RAFAELM","31-MAR-26","","","","","",""
"TAMU","TEXAS A&M UNIVERSITY HEALTH SCIENCE CNTR","6000 TAMU 750 AGRONOMY ROAD","SUITE 3100","COLLEGE STATION","TX","778436000","USA","979-246-2334","979-246-2342","","C","","","","","30","","","LP","JDR","","","","","","","TAMU","","","","","","","","REGULAR","Y","","N","","","","","","","N","N","N","MELINA","17-JAN-20","MELINA","17-JAN-20","NET 30","","","","",""
"TANNER","TANNER BOLT & NUT CORP.","714 MONTAUK AVE","","BROOKLYN","NY","11208","USA","999 999-9999","","","C","","","","","CC","","","LP","","","","","","","","TANNER","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SAMMYH","30-APR-20","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"TARGET","TARGET","1000 NICOLLET MALL","","MINNEAPOLIS","MN","55403","USA","999 999-9999","","","C","1979660","ROUTING","","","C7","","","LP","JLE","","","","","","","TARGET","","","1","0","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","23-JAN-18","RAFAELM","12-JUN-26","CIT NET 75","","","","",""
"TARGETECOM","TARGET ECOM","225 TRANSFER DRIVE","","INDIANAPOLIS","IN","46288","","612-304-3310","","E","C","","FEDGROUND","","","C7","","","LP","SAM","","","","","","","TARGETECOM","","","","","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","20-DEC-18","STELLA","21-OCT-25","CIT NET 75","","","","",""
"TATTERS","TATTERS ANGELA BEHRENDS","2928 LYNDALE AVENUE SOUTH","","MINNEAPOLIS","MN","55408","USA","612-823-5285","612-823-6887","","C","","","","001","CC","","","LP","I.S","","","","","","","TATTERS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"TAYAJEWELL","TAYA JEWELLERY ACCESSORIES INC","1382 KING STREET NORTH P.O.  611","","ST.JACOBS","ON","NOB2N2","CANADA","519-664-0004","519-664-9970","","C","","","","001","CC","","","LP","A.M","","","","","","","TAYAJEWELL","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"TBD",".",".",".",".",".","..",".","999 999-9999","","","C","","","","","","","","LP","","","","","","","","TBD","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","IWONA","31-JAN-24","RAFAELM","31-MAR-26","","","","","",""
"TCSCLOTHIN","TCS CLOTHING OUTLET","420 SOUTH OHIO","","SEDALIA","MO","65301","USA","660-827-6677","","","C","","","","001","CC","","","LP","A.M","","","","","","","TCSCLOTHIN","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"TDJEWELRY","TD JEWELRY TOYS DEB HUTTER","N6708 KARSI DRIVE","","EL DORADO","WI","54932","USA","920-922-6528","920-923-5029","","C","","","","001","CC","","","LP","I.S","","","","","","","TDJEWELRY","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"TECHSUP","TECHNOLOGY SUPPLIER LLC","74 GREEN ST","","HACKENSACK","NJ","07601","USA","999 999-9999","","","C","","","","","CO","","","LP","","","","","","","","TECHSUP","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SAMMYH","20-APR-20","RAFAELM","31-MAR-26","C.O.D.","","","","",""
"TEKSAAT","TEK SAAT","TEK SAAT TICARET LTD. STI. SERIFALI MAH","BAYRAKTAR BULVARI KULE SK. NO: 25 FL#1","UMRANIYE/ISTANBUL","XX","XXXXX","TURKEY","999 999-9999","","","C","","FEDGROUND","","","","","","LP","","","","","","","","TEKSAAT","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","05-JUN-17","RAFAELM","31-MAR-26","","","","","",""
"TEMPOS","TIEMPOS MODERNOS EGIDIO GRECO","AVENIDA 2 'EL MILAGRO' CENTRO LARGO","MALL NIVEL PLAZA LOCAL PC-16A","MARACAIBO","XX","XXXXX","VENEZUELA","999 999-9999","","","C","","","","001","CO","","","LP","003","","","","","","","TEMPOS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","RAFAELM","31-MAR-26","C.O.D.","","","","",""
"TEMPUS","TEMPUS DW INTERNATIONAL","S.A CRA.52 NO.48-45 OFICINA 503","","MEDELLIN","CO","XXXXXX","USA","574-231-8563","574-513-5430","","C","","","","001","CB","","","LP","SKA","","","","","","","TEMPUS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","20-MAR-08","SAMMYH","02-NOV-18","C.B.D","","","","",""
"TENDEC","TENDEC S.A","SANTA LUCIA E1-162 Y AV. 6 DE DICIEMBRE","","QUITO","EC","170513","ECUADOR","2805209","","","C","","","","","30","","","LP","FBR","","","","","","","TENDEC","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","25-JUL-22","EDIOPERATOR","26-DEC-24","NET 30","","","","",""
"TENTOES","TEN TOES ON THE FLOOR","925 ENTERPRISE AVE.#13","","INGLEWOOD","CA","90302","USA","310-674-0998","310-345-9730","","C","","","","001","CO","","","LP","A.M","","","","","","","TENTOES","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"TEST","TEST PICK TICKET","1407 BROADWAY","","NEW YORK","NY","10018","USA","999 999-9999","","","C","","","","","","","","LP","","","","","","","","TEST","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","NADIAR","15-MAR-11","RAFAELM","31-MAR-26","","","","","",""
"TESTORES","T&E STORES","6014 11TH AVENUE","SUITE 220","BROOKLYN","NY","11219","USA","718-853-5050","718-853-5454","D","C","","","","001","C3","","","LP","","","","","","","","TESTORES","","","","","001","38251924","","COMPLETE","C","","Y","","","","","","","N","N","Y","VIVIANA","02-DEC-09","VZSHIPPING1","12-FEB-25","CIT NET 30","","","","",""
"TETESALAS","INLIGHT TETE SALAS PORRAS","1087 NOTOS LANE","","EL. PASO","TX","79935","USA","915-217-8650","","","C","","","","001","CO","","","LP","A.M","","","","","","","TETESALAS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"THARRALSON","THARRAL AND SONS","AT 50/3 BALJEET NAGAR","","NEW DELHI","IN","110008","INDIA","91-9818839990","","","C","","","","","WR","","","LP","","","","","","","","THARRALSON","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","09-DEC-20","EDIOPERATOR","26-DEC-24","WIRE","","","","",""
"THEBABY","THE BABY SHOPPE","85 NORTH SOUND ROAD","","CAYMAN ISLAND","XX","KY1-1205","CAYMAN ISLANDS","999 999-9999","","","C","","","","","CC","","","LP","","","","","","","","THEBABY","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","04-NOV-21","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"THEBARBAR","THE BARBARA FRIDAY COLLECTIOON","122 CALISTOGA ROAD #303","","SANTA ROSA","CA","95409","USA","707-538-3313","","","C","","","","001","CC","","","LP","A.M","","","","","","","THEBARBAR","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"THEBARGAIN","THE BARGAIN SHOP HOLDINGS INC","CORPORATE OFFICE","6877 GOREWAY DRIVE ,SUITE 3","MISSISSAUGA","ON","L4V3L9","CANADA","905-949-5252","905-949-5233","D","C","","","","001","C6","","","LP","A.M","","","","","","","THEBARGAIN","","","","","001","3819747","","REGULAR","N","","N","","","","","","","N","N","N","VIVIANA","06-NOV-08","SAMMYH","02-NOV-18","CIT NET 60","","","","",""
"THEBOTIQUE","THE BOTIUQE THE HOSPITAL OF THE U OF PA","14 PENN TOWER 3400","","SPRUCEST PHILADELPHIA","PA","19104","USA","215-615-3326","215-615-3348","","C","","","","001","30","","","LP","A.M","","","","","","","THEBOTIQUE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"THECHELSEA","THE CHELSEA GROUP","2944  BIDDLE AVENUE","","WYANDOTTE","MI","48192","USA","734-285-7020","","","C","","","","001","30","","","LP","A.M","","","","","","","THECHELSEA","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"THECHESHIR","THE CHESIRE CAT","78 MARKET STREET","","POTSDAM","NY","13676","USA","315-265-6265","","","C","","","","001","CO","","","LP","003","","","","","","","THECHESHIR","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"THECHRISTS","THE CHRISTMAS TREE SHOP","261 WHITES PATH","","SOUTH YARMOUTH","MA","02664","USA","508-394-1206","508-394-2314","","C","","","","001","C6","","","LP","A.M","","","","","","","THECHRISTS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","20-MAR-08","SAMMYH","02-NOV-18","CIT NET 60","","","","",""
"THECHY","THE CHY WAREHOUSE TERRI","22755 GREENFIELD ROAD","","SOUTH FIELD","MI","48075","USA","586-944-5741","","","C","","","","001","CO","","","LP","A.M","","","","","","","THECHY","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"THECLASS","THE CLASS ACT","7 ST. HELENS #1","","TACOMA","WA","98402","USA","253-383-2561","","","C","","","","001","30","","","LP","A.M","","","","","","","THECLASS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
