customer,name,name_norm,terms,terms_description,ship_via,def_wh,div,active,addr1,city,state,postal
HIGHLIGHT,HIGH LIGHT PERFUMES INC.,HIGHLIGHTPERFUMESINC,CH,CHECK,,,,N,1165 FRANCYNE WAY,UNION,NJ,07083
HIGHPRESTI,HIGH PRESTIGE,HIGHPRESTIGE,,,,,,N,2326 HILLTOP MALL,RICHMOND,CA,94806
HIGHVELOCI,HIGH VELOCITY,HIGHVELOCITY,C3,CIT NET 30,,,,N,1300 SYLVAN AVENUE SUITE C-4,MODESTO,CA,95355
HILCIO5002,HILCO WHOLESALE SOLUTIONS LLC,HILCOWHOLESALESOLUTIONSLLC,3A,CIT NET 30 DAYS,,,,Y,"5 REVERSE DRIVE, SUITE 206",NORTHBROOK,IL,60062
HILCO1101,HILCO MERCHANT RESOURCES C.O DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD.,ST LOUIS,MO,63146
HILCO1601,HILCO MAECHANT RESOURCES C.O DRY ICE,HILCOMAECHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO1602,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867  CRAIG RD,ST. LOUIS,MO,63146
HILCO1603,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST.LOUIS,MO,63146
HILCO1604,HILCO MERCHANT RESOURES C.O. DRY ICE,HILCOMERCHANTRESOURESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO1605,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3001,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3002,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3003,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3004,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3005,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3101,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3102,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3104,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3105,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3106,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST.LOUIS,MO,63146
HILCO3201,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST.LOUIS,MO,63146
HILCO3501,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3502,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST.LOUIS,MO,63146
HILCO3503,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3504,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3505,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3601,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3801,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO3802,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST.LOUIS,MO,63146
HILCO3803,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO5001,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO5003,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO5201,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO5701,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO5801,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO5901,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO6001,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,63146
HILCO6002,HILCO MERCHANT RESOURCES C.O.DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST.LOUIS,MO,63146
HILCO6003,HILCO MERCHANT RESOURCES C.O. DRY ICE,HILCOMERCHANTRESOURCESCODRYICE,45,NET 45,,,,N,1867 CRAIG RD,ST. LOUIS,MO,631466
HILLTOP,HILLTOP PHARMACY,HILLTOPPHARMACY,CC,CREDIT CARD,,,,N,593 FORT WASHINGTON AVENUE,NEW YORK,NY,10033
HIMANPATEL,HIMAN PATEL,HIMANPATEL,30,NET 30,,,,N,3952 CAPTAIN JON AVE.,LAS VEGAS,NV,89104
HIRAOKA,IMPORTACIONES HIRAOKA S.A.C.,IMPORTACIONESHIRAOKASAC,WR,WIRE,,,,Y,AV. ABANCAY 594,"LIMA,",PE,150101
HISFASHION,H.I.S. FASHION,HISFASHION,30,NET 30,,,,N,2033 NE. 23RD ST.,OKLA CITY,OK,73111
HISHER,HIS HER KLOSET,HISHERKLOSET,C3,CIT NET 30,,,,N,1532 N.E.4TH AVENUE,FT.LAUDERDALE,FL,33304
HISHERADDI,HIS HER ADDICATION,HISHERADDICATION,CC,CREDIT CARD,,,,N,655 W CRAIG RD SUITE 116,LAS VEGAS,NV,89032
HISHERSALO,HIS HER SALON CLOTHING COMPANY CO.,HISHERSALONCLOTHINGCOMPANYCO,CO,C.O.D.,,,,N,1133 SOUTH MEMORIAL DR. SUITE H,TULSA,OK,74112
HKFASHION,H K FASHION,HKFASHION,CO,C.O.D.,,,,N,508 1/2 STUYVASANT AVE.,TRENTON,NJ,08618
HKGDUTYFRE,H.K.G. DUTY FREE,HKGDUTYFREE,30,NET 30,,,,N,1213 GRANT STREET,LAREDO,TX,78040
HOCTOR,HECTOR FABIO GOMEZ,HECTORFABIOGOMEZ,30,NET 30,,,,N,XXXXX,XXXX,XX,XXXXX
HOLLIDAYS,HOLLIDAYS,HOLLIDAYS,C3,CIT NET 30,,,,N,4841 SUMMER AVENUE,MEMPHIS,TN,38122
HOLLYWOOD,HOLLYWOOD TOYS AND COSTUMES,HOLLYWOODTOYSANDCOSTUMES,30,NET 30,,,,N,6600 HOLLYWOOD BLVD.,HOLLYWOOD,CA,90028
HOMEDEPOT,HOME DEPOT,HOMEDEPOT,TH,CIT 2% 30 NET 31,UPS,,,Y,2455 PACES FERRY RD,ATLANTA,GA,30339US
HOMEGOODS,HOMEGOODS AFFLIATE OF TJX COMPANIES INC,HOMEGOODSAFFLIATEOFTJXCOMPANIESINC,X6,CIT ROG NET 60,ROUTING,,,Y,HOMEGOODS BUYING GROUP,FRAMINGHAM,MA,01701
HOMESENSE,HOMESENSE,HOMESENSE,X6,CIT ROG NET 60,,,,Y,60 STANDISH COURT,MISSISSAUGA,ON,XXXXXX
HOOKUP,HOOK UP CHARLES RODRIGUEZ VISTA VERDE,HOOKUPCHARLESRODRIGUEZVISTAVERDE,CO,C.O.D.,,,,N,18 ST. #653,AGUADILLA,PR,00603
HOSANNA,HOSANNA TRADING INC,HOSANNATRADINGINC,CO,C.O.D.,,,,N,5281 BUFORD HWY.,DORANVILLE,GA,30340
HOTISSUE,HOTISSUE,HOTISSUE,CG,CHECK ROG,FEDGROUND,,,Y,6072 SAN RAFAEL DR.,BUENA PARK,CA,90620
HOTKICK,HOT KICKS LTD,HOTKICKSLTD,,,,,,N,738 EAST RIDGE ROAD,ROCHESTER,NY,14621
HOTTOPIC,HOT TOPIC MERCHANDISING INC,HOTTOPICMERCHANDISINGINC,6C,CIT NET 60,,,,Y,PO BOX 60016,CITY OF INDUSTRY,CA,91716-001
HOUGRACE,HOUSE OF GRACE,HOUSEOFGRACE,CC,CREDIT CARD,,,,Y,8535 HIGHWAY 51 N,"SOUTHAVEN,",MS,38671
HOUSEAUTH,HOUSE AUTHORITY OF THE CITY OF WACO,HOUSEAUTHORITYOFTHECITYOFWACO,CC,CREDIT CARD,,,,Y,4400 COBBS DRIVE,WACO COBBS DRIVE,TX,76710
HOUSEOFBRA,HOUSE OF BRAND INC.,HOUSEOFBRANDINC,CC,CREDIT CARD,,,,N,12491 SUNDANCE AVENUE,SAN DEIGO,CA,92127
HQARMY,HQ ARMY AIR FORCE EXCHANGE SVC,HQARMYAIRFORCEEXCHANGESVC,C4,CIT NET 45,,PF,,Y,FAA PO BOX 660261,DALLAS,TX,75266
HSN,HOME SHOPPING NETWORK INC.,HOMESHOPPINGNETWORKINC,6C,CIT NET 60,,,,N,1 HSN DR. ST,PETERSBURG,FL,33729
HSW,HSW HIP HOP WHOLESALE,HSWHIPHOPWHOLESALE,30,NET 30,,,,N,9817 VARIEL AVE,CHARWORTH,CA,91311
HUCKFINN,"HUCK FINN CLOTHES, INC.",HUCKFINNCLOTHESINC,60,NET 60,,,,N,952 TROY-SCHENECTADY ROAD,LATHAM,NY,12110
HUDSON,HUDSON 10. BOTIQUE,HUDSON10BOTIQUE,30,NET 30,,,,N,1757 NORTHWEST 79TH AVE.,MAIMI,FL,33126
HUDSON1,HUDSON GRP STORE#1&2,HUDSONGRPSTORE12,45,NET 45,,,,N,CALGARY INT'L AIRPORT PO BOX 65,ALBERTA,CA,T2E6W5
HUDSON10,HUDSON GRP STORE#10,HUDSONGRPSTORE10,45,NET 45,,,,N,HOBBY HOUSTON AIRPORT PO BOX,HOUSTON,TX,77061
HUDSON11,HUDSON GRP $10.$20. STORE 11,HUDSONGRP1020STORE11,45,NET 45,,,,N,DALLAS LOVE FIELD AIRPORT,DALLAS,TX,75235
HUDSON12,HUDSON $10.00 STORE #12 ROCHEST INTL AIR,HUDSON1000STORE12ROCHESTINTLAIR,30,NET 30,,,,N,1200 BROOKS AVENUE,ROCHESTER,NY,14624
HUDSON13,HUDSON13,HUDSON13,45,NET 45,,,,N,2491 WINCHESTER ROAD SUITE 215,MEMPHIS,TN,38116
HUDSON15,HUDSON GROUP 15,HUDSONGROUP15,45,NET 45,,,,N,RONALD REGAN WASHTINGTON NATIONAL,WASHINGTON,DC,20001
HUDSON4,HUDSON GROUP 4,HUDSONGROUP4,45,NET 45,,,,N,$10.00 STORE FRESO YOSEMITE INT'L,FRESNO,CA,93727
HUDSON5,HUDSON GRP STORE #5,HUDSONGRPSTORE5,45,NET 45,,,,N,PO BOX 65 STORE #1 & 22000 AIRPORT ROAD,ALBERT,CA,T2E6W5
HUDSON6,HUDSON GPR #6,HUDSONGPR6,45,NET 45,,,,N,HALIFAX INT'L AIRPORT BELL BOULEVARD,NOVA SCOTIA,CA,B2TE6W5
HUDSON7,HUDSON STORE 7,HUDSONSTORE7,45,NET 45,,,,N,JFK INT'L AIRPORT TERMINAL 8&9 BLDG,JAMACIA,NY,11430
HUDSON8,HUDSON STORE8,HUDSONSTORE8,45,NET 45,,,,N,NORFOLK INT'L AIRPORT,NORFOLK,VA,23518
HUDSON9,HUDSON GRP STORE 9,HUDSONGRPSTORE9,45,NET 45,,,,N,FRESNO YOSEMITE INT'L AIRPORT,FRESNO,CA,93727
HUDSONKY,HUDSON GROUP $10 STORE,HUDSONGROUP10STORE,C3,CIT NET 30,,,,N,CINCINNATI/ NORTH KENTUCKY,HEBRON,KY,41048
HUDSONNE12,HUDSON NEWS#1 #2,HUDSONNEWS12,45,NET 45,,,,N,PO BOX 32435 YVR DOMESTIC TERMINAL,VANCOUVER,BC,V7B1W2
HUDSONNEW1,HUDSON NEWS 1,HUDSONNEWS1,45,NET 45,,,,N,PO BOX 6460,MAIMI,FL,33299
HUDSONNEW3,HUDSON NEWS #3 BOUTIQUE,HUDSONNEWS3BOUTIQUE,45,NET 45,,,,N,2491 WINCHESTER ROAD SUITE 215,MEMPHIS,TN,38116
HUDSONNEWS,HUDSON NEWS,HUDSONNEWS,45,NET 45,,,,N,1757 NORTHWEST 79TH AVE.,MAIMI,FL,33126
HUDSONS2,HUDSON GROUP,HUDSONGROUP,C3,CIT NET 30,,,,N,CHICAGO O'HARE AIRPORT DC,DES PLAINES,IL,60018
HURRICANE,HURRICANE RITAS TOO,HURRICANERITASTOO,CC,CREDIT CARD,,,,N,1880 STICKNEY POINT ROAD,SARASOTA,FL,34231
HUSDON14,HUDSON#14,HUDSON14,45,NET 45,,,,N,PO BOX 6460,MAIMI,FL,33299
HYATT,HYATT REGENCY CHICAGO,HYATTREGENCYCHICAGO,,,,,,N,C/O: GREG ALEXANDRIAN,CHICAGO,IL,60601
ICING,CLAIRES/ICING STORES,CLAIRESICINGSTORES,30,NET 30,,,,N,THREE SOUTHWEST 129TH AVENUE,PEMBROKE PINES,FL,33027
ICS,ICS,ICS,CC,CREDIT CARD,FEDEXGROUN,,,N,860 S.FIENE DRIVE,ADDISON,IL,60101
IDEELI,IDEELI,IDEELI,C3,CIT NET 30,,,,N,620 8TH AVE,NEW YORK,NY,10018
IF,IT'S FASHION,ITSFASHION,,,,,,N,THE CATO CORPORATION-ITS FASHION,CHARLOTTE,NC,282735975
IGL,IGL IMPORTATIONS GUAY LTD.,IGLIMPORTATIONSGUAYLTD,CC,CREDIT CARD,,,,N,FREEPORT FORADING 1320 ROUTE9,CHAMPLAIN,NY,12919
ILCICERONE,IL CICERONE HIGH FASHION APPAERAL,ILCICERONEHIGHFASHIONAPPAERAL,CO,C.O.D.,,,,N,100 W. BROADWAY HOBBS,HOBBS,NM,88240
IMAGES,IMAGES ON TIME,IMAGESONTIME,CO,C.O.D.,,,,N,2900 W. SAMPLE ROAD FESTAVAL,COCONUT CREEK,FL,33073
IMAGEWC,IMAGE WHOLESALE CORPORATION,IMAGEWHOLESALECORPORATION,,,,,,N,PO BOX 1321,BOQUERON,PR,006221321
IMAGINAT,IMAGINATION STATION II,IMAGINATIONSTATIONII,CC,CREDIT CARD,,,,Y,180 EAST MAIN ST,SPARTABURG,SC,29306
IMAGING,IMAGING WHOLESALE CORPORATION,IMAGINGWHOLESALECORPORATION,CC,CREDIT CARD,,,,Y,PO BOX 1321,BOQUERON,PR,006221321
IMANEBAY,IM AN EBAY POWER SELLER,IMANEBAYPOWERSELLER,30,NET 30,,,,N,1130 PERRY HIGHWAY,PITTSBURG,PA,15237
IMEDIA,IMEDIA BRANDS INC.,IMEDIABRANDSINC,60,NET 60,,,,N,6740 SHADY OAK ROAD,EDEN PRAIRIE,MN,55344
IMPLUSE,IMPLUSE BOTIQUE,IMPLUSEBOTIQUE,CC,CREDIT CARD,,,,N,362 NORTHTOWN DRIVE,BLAINE,MN,55434
IMPRESSION,IMPRESSIONS JEWELRY,IMPRESSIONSJEWELRY,30,NET 30,,,,N,8607 EST PIECOS LANE,SCOTTDALE,AZ,85250
INDIANA,INDIANA JONES JOAN,INDIANAJONESJOAN,CC,CREDIT CARD,,,,N,3835 CROSS CREEK RD #17,MALIBU,CA,90265
INDIANASUM,INDIANA SUMMER IMPORT,INDIANASUMMERIMPORT,CO,C.O.D.,,,,N,126 SOUTH WHITTAKER STREET,NEW BUFFALO,MI,49117
INDO,INDO CARIBBEAN ENTERPRISES BV,INDOCARIBBEANENTERPRISESBV,CA,CASH,,,,Y,"FREE ZONE, BLOCK D-1","WILLEMSTAD, CURACO",XX,XXXXXX
INDOFFLLC,INDOFF LLC,INDOFFLLC,C4,CIT NET 45,,,,Y,"PO BOX 46900, ST. LOUIS, MO 63146",ST. LOUIS,MO,63146
INFASHION,INFASHION MENS OUTLET,INFASHIONMENSOUTLET,C3,CIT NET 30,,,,N,2177 MOUNTAIN INDUSTIRAL BLVD.,TUCKER,GA,30084
INJINC,INJ INC. DBA. JUDY ACCESSORIES,INJINCDBAJUDYACCESSORIES,CO,C.O.D.,,,,N,906 EAST PICO BLVD,LOS ANGELES,CA,90021
INNOVATIVE,INNOVATIVE COMMERCE SOLUTIONS,INNOVATIVECOMMERCESOLUTIONS,,,,,,N,860 S. FIENE DRIVE,ADDISON,IL,60101
INNSYSTEMS,INNOVATIVE SYSTEMS LIMITED,INNOVATIVESYSTEMSLIMITED,C3,CIT NET 30,,,,Y,106 HOPE ROAD SHOP 5-6,"KINGSTON 6,",XX,XXXXX
INSPIRED,INSPIRED SILVER/ECOMMERCE INNOVATIONS,INSPIREDSILVERECOMMERCEINNOVATIONS,WR,WIRE,,,,N,2535 MARICOPA STREET,TORRANCE,CA,90503
INTERNATIO,INTERNATIONAL GOLD CHAIN,INTERNATIONALGOLDCHAIN,,,,,,N,2500 EAST INDEPENDENCE BLVD,CHARLOTTE,NC,28205
INTRADECO,INTRADECO EXPORT INC,INTRADECOEXPORTINC,C3,CIT NET 30,,,,N,10125 NW 116TH WAY,MEDLEY,FL,33178
INTREND,INTREND GLOBAL CORP,INTRENDGLOBALCORP,6C,CIT NET 60,,,,Y,72 EISENHOWER DRIVE,CRESSKILL,NJ,07626
IPANEMA,IPANEMA,IPANEMA,CB,C.B.D,,,,N,EDIFICIOS LAS ARCASA,XXX,XX,XXXXX
IPC,INTERGRATED PREMIUM CONCEPTS,INTERGRATEDPREMIUMCONCEPTS,PP,PREPAY,,,,Y,3 STONYBROOK ROAD,BASKING RIDGE,NJ,07920
IRINAW,IRINA WORONA MGW PRODUCTIONS,IRINAWORONAMGWPRODUCTIONS,,,,,,Y,RIEMANNSTRASSE 17,BERLIN,XX,10961
IRINAWR,IRINA W FOR CIHAN INAN PROD SWITZERLAND,IRINAWFORCIHANINANPRODSWITZERLAND,,,,,,Y,RIEMANNSTRASSE 17,BERLIN,XX,XXXXXXX
IRWIN,IRWIN SANDLER,IRWINSANDLER,30,NET 30,,,,N,10 WEST 33RD STREET,NEW YORK,NY,10001
ISAAC,ISAAC SERIEH,ISAACSERIEH,CO,C.O.D.,,,,N,17 OCEAN DRIVE,BROOKLYN,NY,11223
ISLADISTRI,ISLA DISTRIBUDORES PR,ISLADISTRIBUDORESPR,30,NET 30,,,,N,P.O BOX 510,MERCEDITA,PR,077150510
ITOUCHECOM,SHOPIFY ECOM,SHOPIFYECOM,30,NET 30,FEDGROUND,,,Y,1441 BROADWAY,NEW YORK,NY,10018
ITSFASHION,ITSFASHION - THE CATO CORPORATION,ITSFASHIONTHECATOCORPORATION,C6,CIT NET 60,CITYLOG,,,Y,CATO DIVISION/ITS FASHION  ACCT PYBL,CHARLOTTE,NC,28234
ITSTIME,ITS TIME,ITSTIME,,,ROUTING,,,Y,GR ATTAKADOUM GHE-17,CASABLANCE,XX,20040
ITSYOUR,IT'S YOUR OPTION CORP.,ITSYOUROPTIONCORP,,,,,,N,53 QUENTIN ROAD,BROOKLYN,NY,11223
ITSYOUROP,IT'S YOUR OPTION CORP.,ITSYOUROPTIONCORP,C6,CIT NET 60,,,,Y,"53 QUENTIN ROAD, BROOKLYN, NY,11223",BROOKLYN,NY,11223
ITSYOUROPT,ITS YOUR OPTION CORP.,ITSYOUROPTIONCORP,,,,,,N,C/O $5 SHOE WAREHOUSE,BROOKLYN,NY,11223
ITZLP,ITZ LP,ITZLP,30,NET 30,,,,N,12400 COIT ROAD SUITE 800,DALLAS,TX,75251
IZUMI,IZUMI ENTERPRIZE INC.,IZUMIENTERPRIZEINC,CO,C.O.D.,,,,N,45 WEST 30TH STREET,NEW YORK,NY,10001
JABOOLA,JABOOLA STORE#232,JABOOLASTORE232,CC,CREDIT CARD,,,,N,ONE MOHEGAN SUN BLVD.,UNCASVILLE,CT,06382
JACENT,JACENT STRATEGIC MERCHANDISING,JACENTSTRATEGICMERCHANDISING,CO,C.O.D.,,,,Y,860 WELSH RD,HUNTINGTON VALLEY,PA,19006
JACKHASBAI,JACK HASBAIN,JACKHASBAIN,30,NET 30,,,,N,3232 NORTH 52ND STREET,MILWAUKEE,WI,53216
JACKIESDEP,JACKIES DEPARTMENT,JACKIESDEPARTMENT,C3,CIT NET 30,,,,N,130 BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235
JACKMZRAHI,JACK MZRAHI,JACKMZRAHI,30,NET 30,,,,N,2271 E 4TH STREET,BROOKLYN,NY,11223
JACKS,JACK'S MEN SHOP,JACKSMENSHOP,,,,,,N,402 BROADWAY,CHELSEA,MA,02150
JACKSBARGI,JACKS BARGAIN STORE V,JACKSBARGAINSTOREV,30,NET 30,,,,N,3015 27TH STREET NORTH,BIRMINGHAM,AL,35207
JACKSJEWEL,JACKS JEWERLY,JACKSJEWERLY,CC,CREDIT CARD,,,,N,415 SANTA MONICA,SANTA MONICA,CA,90401
JACKSON,JACKSON HOSPITAL,JACKSONHOSPITAL,,,,,,Y,1725 PINE ST.,MONTGOMERY,AL,36106
JACKWORLD1,JACKS WORLD #1,JACKSWORLD1,30,NET 30,,,,N,110 WEST 32ND STREET,NEW YORK,NY,10001
JACKWORLD2,JACKS WORLD #2,JACKSWORLD2,30,NET 30,,,,N,45 WEST 45TH STREET,NEW YORK,NY,10036
JACKYADID,JACK YADID,JACKYADID,,,,,,N,XX XX XXXX,XXXXXX,,00000
JACOBIS,JACOBIS FACTORY OUTLET,JACOBISFACTORYOUTLET,C3,CIT NET 30,,,,N,3720 W. TROPICANA SUITE 5 &6,LAS VEGAS,NV,89103
JADEJEWLRY,JADE JEWLERY,JADEJEWLERY,CO,C.O.D.,,,,N,1200 E COUNTY LINE ROAD#248,RIDGELAND,MS,39157
JAKOENTER,JAKO ENTERPRISE INC,JAKOENTERPRISEINC,C3,CIT NET 30,,,,N,2030 EAST BYBERRY RD,PHILADELPHIA,PA,19116
JAMES,JAMES SIMON,JAMESSIMON,,,,,,Y,9740 SCRANTON ROAD,SAN DIEGO,CA,92121
JANDRWORL,J & R WORLDWIDE,JRWORLDWIDE,30,NET 30,,,,N,EMAIL INVOICE TO'SARDELLJACK@YAHOO.COM',BROOKLYN,NY,11212
JANESEXOTI,JANES EXOTIC JEWERLY,JANESEXOTICJEWERLY,30,NET 30,,,,N,1667 SHEPSHEAD BAY ROAD,BROOKLYN,NY,11223
JASMINE,JASIMNE JEWERLY,JASIMNEJEWERLY,CO,C.O.D.,,,,N,923-3 SANTEE STREET,LOS ANGELES,CA,90015
JAVI,JA VI BOTIQUE,JAVIBOTIQUE,CC,CREDIT CARD,,,,N,1535 YALE,HOUSTON,TX,77008
JCMANUFAC,JC MANUFACTURING PUERTO RICO,JCMANUFACTURINGPUERTORICO,C3,CIT NET 30,,,,N,J.C MANUFACTURING INC,COTOLAUREL,PR,00780
JCNOVA,JC NOVA,JCNOVA,30,NET 30,,,,N,42 WEST 38TH ST,NEW YORK,NY,10018
JCOOPER,J. COOPER GROUP LLC.,JCOOPERGROUPLLC,CC,CREDIT CARD,,,,Y,6964 S. BUCHANAN CT.,AURORA,CO,80016
JCP30031,JC PENNY CO.INC 30031,JCPENNYCOINC30031,,,,,,N,MACHESNEY PARK MALL,MACHESENY PARK,IL,61115
JCP30049,JC PENNEY CO. INC.,JCPENNEYCOINC,,,,,,N,5500 S EXPY DOCK 401,FOREST PARK,GA,30297
JCP30098,JC PENNEY CO. INC.,JCPENNEYCOINC,,,,,,N,2361 PARK CRESCENT DR DK 901,COLUMBUS,OH,43232
JCP30106,JC PENNEY CO. INC.,JCPENNEYCOINC,,,,,,N,240 COMMON WEALTH BLVD W STE145,MARTINSVILLE,VA,24112
JCP30130,JC PENNEY CO. INC.,JCPENNEYCOINC,,,,,,N,9495 W 75TH ST,OVERLAND PARK,KS,66204
JCP30148,JC PENNEY CO. INC.,JCPENNEYCOINC,,,,,,N,190 E GLENDALE AVE,SPARKS,NV,89431
JCP30247,JC PENNEY CO. INC.,JCPENNEYCOINC,,,,,,N,12801 W SUNRISE BLVD BOX 2,SUNRISE,FL,33323
JCP30296,JC PENNEY CO. INC.,JCPENNEYCOINC,,,,,,N,ONTARIO MILLS MALL 4410 MILLS CIR,ONTARIO,CA,91764
JCP30304,JC PENNEY CO. INC.,JCPENNEYCOINC,,,,,,N,5000 S ARIZONA MILLS CIR STE313,TEMPE,AZ,85282
JCP30312,JC PENNEY CO. INC.,JCPENNEYCOINC,,,,,,N,3000 GRAPEVINE MILLS PKWY,GRAPEVINE,TX,76051
JCP30346,JC PENNEY INC. CO.,JCPENNEYINCCO,,,,,,N,2442 ROMIG RD ROLLING ACRES M,AKRON,OH,44320
JCP30361,JC PENNEY CO. INC.,JCPENNEYCOINC,,,,,,N,246 JAMESTONE MALL,FLORISSANT,MO,63034
JCP30379,JC PENNEY CO. INC.,JCPENNEYCOINC,,,,,,N,3050 N 5TH ST,READING,PA,19605
JCP30395,JC PENNEY CO. INC.,JCPENNEYCOINC,,,,,,N,1801 BELTLINE RD SW STE 3,DECATUR,AL,35601
JCP30403,JC PENNEY CO. INC.,JCPENNEYCOINC,,,,,,N,3430 PRESTON HWY,LOUISVILLE,KY,40213
JCPDROP,JCPENNEY DROPSHIP MANUAL,JCPENNEYDROPSHIPMANUAL,10,NET 10 DAYS,,,,Y,6501 LEGACY DRIVE,PLANO,TX,75024
